,words,count
1851,auto,19
1852,yu,19
1853,location,19
1854,title,19
1855,farmer,19
1856,fairprice,19
1857,ear,19
1858,spit,19
1859,affected,19
1860,sample,19
1861,billion,19
1862,equipment,19
1863,broccoli,19
1864,beyond,19
1865,sister,19
1866,thin,19
1867,temple,19
1868,cheesy,19
1869,thick,19
1870,wednesday,19
1871,ching,19
1872,determine,19
1873,record,19
1874,proof,19
1875,display,19
1876,panty,19
1877,port,19
1878,plane,19
1879,glucose,19
1880,originally,19
1881,donald,19
1882,ac,19
1883,sport,19
1884,advertisement,19
1885,august,19
1886,capital,19
1887,coin,19
1888,oppose,19
1889,psu,19
1890,pui,19
1891,expression,19
1892,warren,19
1893,missionary,19
1894,shopping,18
1895,clinic,18
1896,chronic,18
1897,marketing,18
1898,unlike,18
1899,hardly,18
1900,depends,18
1901,metal,18
1902,infection,18
1903,trouble,18
1904,invest,18
1905,booth,18
1906,instant,18
1907,european,18
1908,sausage,18
1909,mainly,18
1910,hence,18
1911,pose,18
1912,shower,18
1913,channel,18
1914,tune,18
1915,monday,18
1916,register,18
1917,solid,18
1918,digest,18
1919,litre,18
1920,taiwan,18
1921,competition,18
1922,stem,18
1923,settle,18
1924,abit,18
1925,incredible,18
1926,john,18
1927,dance,18
1928,israel,18
1929,peter,18
1930,calamansi,18
1931,pet,18
1932,code,18
1933,cast,18
1934,crew,18
1935,starve,18
1936,everybody,18
1937,andrew,18
1938,obviously,18
1939,memory,18
1940,freezer,18
1941,identify,18
1942,london,18
1943,investor,18
1944,roman,18
1945,ten,18
1946,james,18
1947,active,18
1948,application,18
1949,expose,18
1950,jialat,18
1951,previously,18
1952,wild,18
1953,texture,18
1954,vision,18
1955,society,18
1956,kit,18
1957,planning,18
1958,murder,18
1959,putin,18
1960,rat,18
1961,resident,18
1962,male,18
1963,finance,18
1964,excellent,18
1965,sdp,18
1966,lock,18
1967,journal,18
1968,refer,18
1969,hell,18
1970,decent,18
1971,moderation,18
1972,copper,18
1973,eliminate,18
1974,kee,18
1975,hoon,18
1976,overseas,18
1977,southern,18
1978,minimum,18
1979,rub,18
1980,discover,18
1981,analysis,18
1982,esp,18
1983,mandatory,18
1984,washington,18
1985,volume,18
1986,fortune,18
1987,subject,18
1988,accordance,18
1989,attempt,17
1990,wellness,17
1991,smoothy,17
1992,smelly,17
1993,mrt,17
1994,smoothie,17
1995,wing,17
1996,barley,17
1997,complimentary,17
1998,eh,17
1999,pinky,17
2000,korea,17
2001,diy,17
2002,busy,17
2003,initiative,17
2004,ugly,17
2005,mi,17
2006,proven,17
2007,guava,17
2008,resistance,17
2009,interested,17
2010,combination,17
2011,surprised,17
2012,anyhow,17
2013,journey,17
2014,packaging,17
2015,ratio,17
2016,provider,17
2017,pearl,17
2018,rely,17
2019,nov,17
2020,film,17
2021,promo,17
2022,hint,17
2023,drunk,17
2024,sprout,17
2025,solve,17
2026,spirit,17
2027,berry,17
2028,appreciate,17
2029,fructose,17
2030,disappear,17
2031,distance,17
2032,pest,17
2033,wallet,17
2034,ultimate,17
2035,dunno,17
2036,bone,17
2037,smoke,17
2038,association,17
2039,destroy,17
2040,gut,17
2041,sue,17
2042,enhance,17
2043,bin,17
2044,australian,17
2045,massive,17
2046,nonya,17
2047,impossible,17
2048,tiong,17
2049,tiny,17
2050,expand,17
2051,officer,17
2052,surface,17
2053,afford,17
2054,dash,17
2055,typically,17
2056,beantowncrime,17
2057,er,17
2058,committee,17
2059,commodity,17
2060,strain,17
2061,therapeutic,17
2062,grand,17
2063,forgot,17
2064,truly,17
2065,battle,17
2066,comfortable,17
2067,proposal,17
2068,sweat,17
2069,belief,17
2070,apps,17
2071,foil,17
2072,ie,17
2073,latter,17
2074,cha,17
2075,washer,17
2076,coil,17
2077,crop,17
2078,cooperate,17
2079,soil,16
2080,aloe,16
2081,concoction,16
2082,absolutely,16
2083,melon,16
2084,activate,16
2085,forever,16
2086,gay,16
2087,virgin,16
2088,bridge,16
2089,danger,16
2090,basis,16
2091,twitter,16
2092,cow,16
2093,imagination,16
2094,preservative,16
2095,utility,16
2096,indulge,16
2097,dragonfruit,16
2098,training,16
2099,convert,16
2100,impose,16
2101,shit,16
2102,album,16
2103,toxic,16
2104,caf,16
2105,thru,16
2106,sore,16
2107,manufacturer,16
2108,infuse,16
2109,pancake,16
2110,heal,16
2111,fav,16
2112,mint,16
2113,tower,16
2114,prove,16
2115,seller,16
2116,skip,16
2117,sinkies,16
2118,alex,16
2119,advise,16
2120,voucher,16
2121,grade,16
2122,tangy,16
2123,contract,16
2124,locate,16
2125,site,16
2126,ring,16
2127,retire,16
2128,role,16
2129,maggot,16
2130,disgust,16
2131,episode,16
2132,announce,16
2133,grass,16
2134,gun,16
2135,degree,16
2136,met,16
2137,station,16
2138,chase,16
2139,recycle,16
2140,religion,16
2141,yolk,16
2142,unfortunately,16
2143,grocery,16
2144,flood,16
2145,magic,16
2146,cardboard,16
2147,cecum,16
2148,bird,16
2149,claimed,16
2150,asset,16
2151,field,16
2152,structure,16
2153,hor,16
2154,maintenance,16
2155,dna,16
2156,cumin,16
2157,workout,16
2158,essence,16
2159,specific,16
2160,platform,16
2161,island,16
2162,generally,16
2163,virtual,16
2164,particularly,16
2165,infrastructure,16
2166,strategy,16
2167,serving,16
2168,tweet,16
2169,diner,16
2170,crowd,16
2171,stew,16
2172,invite,16
2173,papa,16
2174,indicate,16
2175,judge,16
2176,guard,16
2177,secondary,16
2178,emission,16
2179,spends,16
2180,guild,16
2181,bonus,16
2182,supplier,16
2183,metabolic,16
2184,metabolism,16
2185,diam,16
2186,founder,15
2187,toxin,15
2188,dose,15
2189,tire,15
2190,radish,15
2191,discussion,15
2192,weird,15
2193,harm,15
2194,developed,15
2195,agent,15
2196,significantly,15
2197,comfort,15
2198,frequently,15
2199,unable,15
2200,hide,15
2201,strip,15
2202,tonight,15
2203,nicotine,15
2204,info,15
2205,fitness,15
2206,char,15
2207,mass,15
2208,yellow,15
2209,korean,15
2210,flesh,15
2211,remind,15
2212,toh,15
2213,tuna,15
2214,cu,15
2215,none,15
2216,justin,15
2217,immune,15
2218,convenient,15
2219,vege,15
2220,rap,15
2221,village,15
2222,quit,15
2223,jewel,15
2224,counter,15
2225,auntie,15
2226,cross,15
2227,maker,15
2228,peace,15
2229,britain,15
2230,smoking,15
2231,topped,15
2232,dat,15
2233,nasi,15
2234,sling,15
2235,screen,15
2236,tear,15
2237,sony,15
2238,voice,15
2239,block,15
2240,extremely,15
2241,america,15
2242,pool,15
2243,scratch,15
2244,michelin,15
2245,indonesia,15
2246,classic,15
2247,cheat,15
2248,digestive,15
2249,mandarin,15
2250,sweetots,15
2251,oso,15
2252,industrial,15
2253,bos,15
2254,commit,15
2255,al,15
2256,praise,15
2257,hike,15
2258,relative,15
2259,innovation,15
2260,coast,15
2261,authentic,15
2262,plat,15
2263,connection,15
2264,brunch,15
2265,sustainable,15
2266,sin,15
2267,foreigner,15
2268,shift,15
2269,temasek,15
2270,oily,15
2271,lower,15
2272,secure,15
2273,certainly,15
2274,keto,15
2275,raffle,15
2276,reference,15
2277,creation,15
2278,drizzle,15
2279,career,15
2280,analyse,15
2281,oct,15
2282,appetizer,15
2283,truck,15
2284,native,15
2285,planet,15
2286,useful,15
2287,gdm,15
2288,shallot,15
2289,neutral,15
2290,loses,15
2291,prior,15
2292,img,15
2293,century,15
2294,lazy,15
2295,perfectly,15
2296,pelosi,15
2297,oxtail,15
2298,bond,15
2299,flame,15
2300,subsidise,15
2301,birthday,14
2302,tuesday,14
2303,quay,14
2304,substantial,14
2305,grind,14
2306,mask,14
2307,shipping,14
2308,ft,14
2309,pakistani,14
2310,escort,14
2311,ticket,14
2312,escape,14
2313,remedy,14
2314,vein,14
2315,kale,14
2316,excuse,14
2317,attractive,14
2318,harmful,14
2319,kkj,14
2320,monitor,14
2321,hello,14
2322,surprisingly,14
2323,citrus,14
2324,session,14
2325,freeze,14
2326,crisp,14
2327,marry,14
2328,cola,14
2329,sip,14
2330,processor,14
2331,quarter,14
2332,dumb,14
2333,starbucks,14
2334,muffin,14
2335,lo,14
2336,zhi,14
2337,jooz,14
2338,laugh,14
2339,moist,14
2340,hiding,14
2341,cute,14
2342,as,14
2343,importance,14
2344,caught,14
2345,lesson,14
2346,incorporate,14
2347,mate,14
2348,bulk,14
2349,grapefruit,14
2350,trigger,14
2351,establish,14
2352,scramble,14
2353,chin,14
2354,lean,14
2355,st,14
2356,pea,14
2357,strict,14
2358,ha,14
2359,exact,14
2360,clearly,14
2361,consultation,14
2362,duty,14
2363,realise,14
2364,terrible,14
2365,mama,14
2366,spin,14
2367,bo,14
2368,kim,14
2369,jack,14
2370,aforementioned,14
2371,stone,14
2372,eg,14
2373,au,14
2374,chee,14
2375,rot,14
2376,bangkit,14
2377,killer,14
2378,naturally,14
2379,tin,14
2380,deny,14
2381,blind,14
2382,gov,14
2383,tight,14
2384,wheat,14
2385,jurong,14
2386,ramen,14
2387,cordial,14
2388,brought,14
2389,aussie,14
2390,suitable,14
2391,reject,14
2392,highlight,14
2393,hurt,14
2394,estate,14
2395,spectrum,14
2396,birth,14
2397,dong,14
2398,mid,14
2399,cooky,14
2400,gp,14
2401,appeal,14
2402,bugis,14
2403,message,14
2404,intend,14
2405,tube,14
2406,tourist,14
2407,dim,14
2408,export,14
2409,mitzo,14
2410,british,14
2411,loan,14
2412,decrease,14
2413,pao,14
2414,speaker,14
2415,redmi,14
2416,breath,14
2417,simmer,14
2418,png,14
2419,gpu,14
2420,sardine,14
2421,skillet,14
2422,depression,14
2423,toward,14
2424,chomp,14
2425,literature,14
2426,conversation,14
2427,improvised,14
2428,saga,14
2429,speed,14
2430,overweight,14
2431,buck,14
2432,abuse,14
2433,towel,14
2434,author,14
2435,map,14
2436,maxwell,14
2437,canteen,14
2438,department,14
2439,status,14
2440,yemen,14
2441,laksa,14
2442,anise,14
2443,deg,14
2444,deficit,14
2445,yusheng,14
2446,bandwidth,14
2447,uninstall,14
2448,abundance,14
2449,nagoya,14
2450,chau,14
2451,whop,14
2452,cctn,14
2453,scientifically,13
2454,summer,13
2455,easter,13
2456,meow,13
2457,spoilt,13
2458,mm,13
2459,crave,13
2460,dispenser,13
2461,theme,13
2462,hahahaha,13
2463,russian,13
2464,severe,13
2465,survive,13
2466,wont,13
2467,painting,13
2468,daniel,13
2469,sheng,13
2470,gastric,13
2471,xmas,13
2472,cheer,13
2473,furthermore,13
2474,express,13
2475,admission,13
2476,held,13
2477,lovely,13
2478,gym,13
2479,lung,13
2480,broken,13
2481,somebody,13
2482,coca,13
2483,kinda,13
2484,spill,13
2485,armpit,13
2486,chia,13
2487,pound,13
2488,processing,13
2489,jungle,13
2490,ii,13
2491,healthiswealth,13
2492,kaya,13
2493,language,13
2494,prime,13
2495,search,13
2496,yang,13
2497,dan,13
2498,siew,13
2499,obvious,13
2500,dedicate,13
2501,wave,13
2502,hey,13
2503,rank,13
2504,stuffed,13
2505,encounter,13
2506,li,13
2507,crack,13
2508,investigation,13
2509,profile,13
2510,function,13
2511,koh,13
2512,teen,13
2513,strait,13
2514,fashion,13
2515,consistent,13
2516,journalist,13
2517,celebrate,13
2518,ancient,13
2519,gotten,13
2520,oat,13
2521,manager,13
2522,technical,13
2523,jew,13
2524,rubbish,13
2525,dumpling,13
2526,reservation,13
2527,gross,13
2528,maid,13
2529,brother,13
2530,fell,13
2531,everywhere,13
2532,agency,13
2533,fairly,13
2534,proceed,13
2535,overeat,13
2536,mental,13
2537,afraid,13
2538,wayang,13
2539,slogan,13
2540,substitute,13
2541,banking,13
2542,club,13
2543,bun,13
2544,corner,13
2545,garnish,13
2546,army,13
2547,nope,13
2548,changi,13
2549,affordable,13
2550,speech,13
2551,parliament,13
2552,dunt,13
2553,margin,13
2554,rasif,13
2555,hormone,13
2556,vacuum,13
2557,construction,13
2558,margarine,13
2559,coat,13
2560,era,13
2561,kia,13
2562,symptom,13
2563,ooze,13
2564,lettuce,13
2565,educate,13
2566,victim,13
2567,france,13
2568,nt,13
2569,otherwise,13
2570,spore,13
2571,somewhat,13
2572,military,13
2573,skinny,13
2574,surgery,13
2575,occasion,13
2576,da,13
2577,mould,13
2578,ml,13
2579,ram,13
2580,picked,13
2581,refrigerate,13
2582,consequence,13
2583,sheet,13
2584,marinade,13
2585,migrant,13
2586,personally,13
2587,gram,13
2588,download,13
2589,grandparent,13
2590,server,13
2591,aircraft,13
2592,stab,13
2593,aircon,13
2594,knife,13
2595,republican,13
2596,resist,13
2597,cardiovascular,13
2598,deeper,13
2599,buffalo,13
2600,prosperous,13
2601,metaphorical,13
2602,johoreans,13
2603,overshadow,13
2604,presumably,13
2605,decides,13
2606,calculates,13
2607,trifle,13
2608,baffling,13
2609,aligners,13
2610,suggests,12
2611,abalone,12
2612,hop,12
2613,tiagong,12
2614,ed,12
2615,faster,12
2616,frank,12
2617,pokka,12
2618,sai,12
2619,siong,12
2620,thirst,12
2621,squirt,12
2622,nourish,12
2623,idk,12
2624,bakery,12
2625,handmade,12
2626,fault,12
2627,bet,12
2628,perform,12
2629,television,12
2630,constantly,12
2631,buffet,12
2632,enuf,12
2633,greatly,12
2634,tool,12
2635,luck,12
2636,lip,12
2637,artificial,12
2638,loose,12
2639,cholesterol,12
2640,lao,12
2641,latte,12
2642,gd,12
2643,innovative,12
2644,manner,12
2645,foodie,12
2646,crazy,12
2647,trick,12
2648,sweetener,12
2649,lay,12
2650,cornflakes,12
2651,juicefast,12
2652,juicecleanse,12
2653,joy,12
2654,ant,12
2655,lounge,12
2656,heaven,12
2657,consist,12
2658,announcement,12
2659,mo,12
2660,xiao,12
2661,elsewhere,12
2662,mike,12
2663,san,12
2664,pear,12
2665,loo,12
2666,seng,12
2667,fee,12
2668,sudden,12
2669,aromatic,12
2670,festival,12
2671,exclusively,12
2672,permit,12
2673,mislead,12
2674,snow,12
2675,sweetness,12
2676,annual,12
2677,jelly,12
2678,climate,12
2679,padi,12
2680,sheep,12
2681,bass,12
2682,mp,12
2683,numeral,12
2684,justify,12
2685,hidden,12
2686,michael,12
2687,huh,12
2688,pickle,12
2689,lemak,12
2690,situation,12
2691,yeo,12
2692,alive,12
2693,politician,12
2694,starter,12
2695,yup,12
2696,apricot,12
2697,leadership,12
2698,vast,12
2699,environmental,12
2700,brexit,12
2701,spinach,12
2702,basket,12
2703,tim,12
2704,agoniubee,12
2705,sexual,12
2706,joe,12
2707,french,12
2708,gold,12
2709,occasionally,12
2710,disposable,12
2711,successful,12
2712,pat,12
2713,passenger,12
2714,tambyah,12
2715,freedom,12
2716,criticise,12
2717,vaccine,12
2718,square,12
2719,iq,12
2720,multi,12
2721,issit,12
2722,shi,12
2723,clothes,12
2724,robot,12
2725,sponsor,12
2726,careful,12
2727,regardless,12
2728,edge,12
2729,pastry,12
2730,shorter,12
2731,legislation,12
2732,threaten,12
2733,category,12
2734,mcdonald,12
2735,length,12
2736,hhc,12
2737,southeast,12
2738,normally,12
2739,tiger,12
2740,cantonese,12
2741,fare,12
2742,curd,12
2743,aware,12
2744,helpful,12
2745,commercial,12
2746,harder,12
2747,whip,12
2748,hunger,12
2749,explore,12
2750,leech,12
2751,principle,12
2752,instance,12
2753,summary,12
2754,heavily,12
2755,blueberry,12
2756,largely,12
2757,button,12
2758,suite,12
2759,optional,12
2760,intel,12
2761,chloe,12
2762,weigh,12
2763,candy,12
2764,scenario,12
2765,player,12
2766,wireless,12
2767,scale,12
2768,poem,12
2769,pakistan,12
2770,belle,12
2771,rain,12
2772,traffic,12
2773,audio,12
2774,whiskey,12
2775,entrance,12
2776,tang,12
2777,harvest,12
2778,secretary,12
2779,negotiation,12
2780,barrier,12
2781,grease,12
2782,tot,12
2783,nurse,12
2784,loud,12
2785,stability,12
2786,nozzle,12
2787,dp,12
2788,donate,12
2789,eats,12
2790,ngoh,12
2791,hiang,12
2792,gb,12
2793,epidemic,12
2794,uck,12
2795,deficiency,12
2796,astrology,12
2797,venus,12
2798,town,11
2799,dear,11
2800,adopt,11
2801,condense,11
2802,convenience,11
2803,vera,11
2804,tampines,11
2805,random,11
2806,ako,11
2807,approve,11
2808,en,11
2809,ka,11
2810,ming,11
2811,poke,11
2812,yo,11
2813,pussy,11
2814,keen,11
2815,apparently,11
2816,antibiotic,11
2817,unit,11
2818,prompt,11
2819,catering,11
2820,scam,11
2821,paris,11
2822,arrival,11
2823,whale,11
2824,ill,11
2825,goodness,11
2826,dignity,11
2827,element,11
2828,ham,11
2829,equip,11
2830,mac,11
2831,suspect,11
2832,absorb,11
2833,bedok,11
2834,butt,11
2835,sic,11
2836,batch,11
2837,advantage,11
2838,antioxidant,11
2839,dust,11
2840,clam,11
2841,hao,11
2842,expo,11
2843,trait,11
2844,kosher,11
2845,mountain,11
2846,stretch,11
2847,ra,11
2848,scare,11
2849,thursday,11
2850,suay,11
2851,bomb,11
2852,difficulty,11
2853,gourd,11
2854,pregnant,11
2855,healthyliving,11
2856,losingweight,11
2857,trudeau,11
2858,bye,11
2859,tropical,11
2860,wind,11
2861,toy,11
2862,reminder,11
2863,dozen,11
2864,anytime,11
2865,herbal,11
2866,sing,11
2867,paint,11
2868,priority,11
2869,insider,11
2870,height,11
2871,becos,11
2872,pocket,11
2873,kelvin,11
2874,urge,11
2875,interpret,11
2876,confuse,11
2877,offend,11
2878,lychee,11
2879,bless,11
2880,healthcare,11
2881,scheme,11
2882,false,11
2883,mood,11
2884,represent,11
2885,formal,11
2886,constant,11
2887,strength,11
2888,ups,11
2889,gong,11
2890,cat,11
2891,pint,11
2892,participate,11
2893,enquiry,11
2894,eu,11
2895,han,11
2896,branch,11
2897,widely,11
2898,contamination,11
2899,alter,11
2900,illegal,11
2901,apart,11
2902,thrown,11
2903,gently,11
2904,themeatmensg,11
2905,germany,11
2906,mc,11
2907,slurp,11
2908,pmniubee,11
2909,producer,11
2910,thinly,11
2911,core,11
2912,scallop,11
2913,somehow,11
2914,chen,11
2915,turkey,11
2916,piak,11
2917,biz,11
2918,gdp,11
2919,shirt,11
2920,okinawa,11
2921,fin,11
2922,trace,11
2923,familiar,11
2924,initially,11
2925,accompany,11
2926,calvin,11
2927,satki,11
2928,fu,11
2929,tcm,11
2930,pmsticw,11
2931,juz,11
2932,shell,11
2933,corporate,11
2934,batter,11
2935,technique,11
2936,mustard,11
2937,puff,11
2938,queue,11
2939,chair,11
2940,bbq,11
2941,compromise,11
2942,saudi,11
2943,jb,11
2944,yew,11
2945,arrest,11
2946,default,11
2947,description,11
2948,individually,11
2949,opt,11
2950,retirement,11
2951,gic,11
2952,struggle,11
2953,tract,11
2954,specialist,11
2955,adapter,11
2956,sylvia,11
2957,crucial,11
2958,consists,11
2959,grandmother,11
2960,success,11
2961,engine,11
2962,pad,11
2963,najib,11
2964,aspect,11
2965,qing,11
2966,dye,11
2967,joint,11
2968,withdrawal,11
2969,gm,11
2970,coriander,11
2971,dispute,11
2972,ocean,11
2973,decline,11
2974,dissertation,11
2975,europe,11
2976,boeing,11
2977,le,11
2978,hypothesis,11
2979,lemondrink,11
2980,peaceful,11
2981,requirement,11
2982,portfolio,11
2983,lum,11
2984,california,11
2985,pitch,11
2986,rally,11
2987,defend,11
2988,bud,11
2989,boyfriend,11
2990,powell,11
2991,resolve,11
2992,senate,11
2993,roids,11
2994,carbon,11
2995,sheryl,11
2996,excess,11
2997,leach,11
2998,driven,11
2999,canola,11
3000,exchange,11
3001,advert,11
3002,annoy,11
3003,harsh,11
3004,metabolically,11
3005,ophidian,11
3006,miscommunications,11
3007,disrupt,11
3008,bunch,10
3009,assume,10
3010,liquor,10
3011,sng,10
3012,upper,10
3013,specially,10
3014,clarke,10
3015,ownself,10
3016,yuzu,10
3017,anal,10
3018,oral,10
3019,scent,10
3020,intravenous,10
3021,admit,10
3022,intensive,10
3023,lollipop,10
3024,technically,10
3025,brew,10
3026,supper,10
3027,digestion,10
3028,honestly,10
3029,semen,10
3030,absorbed,10
3031,thirsty,10
3032,clone,10
3033,ceremony,10
3034,programme,10
3035,www,10
3036,scream,10
3037,labor,10
3038,cock,10
3039,nose,10
3040,combo,10
3041,loh,10
3042,sight,10
3043,alcoholic,10
3044,worldwide,10
3045,blade,10
3046,tent,10
3047,surely,10
3048,character,10
3049,huat,10
3050,sgfood,10
3051,chew,10
3052,unprocessed,10
3053,celebration,10
3054,neighbourhood,10
3055,swallow,10
3056,marina,10
3057,botanical,10
3058,handsome,10
3059,wee,10
3060,beware,10
3061,pepsi,10
3062,gradually,10
3063,spell,10
3064,fancy,10
3065,bot,10
3066,availability,10
3067,snake,10
3068,taught,10
3069,bell,10
3070,addict,10
3071,capsule,10
3072,proud,10
3073,spoke,10
3074,responsibility,10
3075,concentration,10
3076,implement,10
3077,winter,10
3078,commonly,10
3079,mouse,10
3080,ceo,10
3081,labour,10
3082,mad,10
3083,division,10
3084,reaction,10
3085,tummy,10
3086,sub,10
3087,gang,10
3088,spare,10
3089,weekly,10
3090,retain,10
3091,ni,10
3092,supposedly,10
3093,immediate,10
